"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"201909","2호선","교대(법원.검찰청)","22","1","2858","7290","13851","26763","28398","64495","42378","155505","34103","139753","32287","74567","38299","65252","42509","61169","53290","64394","60342","60527","64827","56292","67172","59960","96098","77891","149979","101518","79762","63148","66038","34116","73559","28903","67039","27526","23729","15303","5019","4505","20","56","0","5","0","0","20191003"
"201909","2호선","구로디지털단지","366","4","40685","6342","52660","21585","145673","71176","189690","248791","125511","152030","78836","62210","69223","52591","74095","54073","74345","66314","66741","69736","71233","76572","85507","84817","120436","114735","227593","168717","123129","147129","77317","95463","64215","98273","50406","98089","25949","61083","4290","17097","43","437","1","2","0","0","20191003"
"201909","2호선","구의(광진구청)","27","0","13231","1263","25808","9835","69732","15556","116873","38248","69120","24582","37495","21252","31865","20439","33140","23177","32885","25953","29819","28084","28621","35090","31728","40547","35634","53049","43919","84524","25075","70025","19652","45874","18232","44955","16335","44445","9476","26312","1686","8503","18","155","1","8","0","0","20191003"
"201909","2호선","낙성대","65","5","11571","2334","26192","10711","85193","21853","129842","48130","83199","37209","45247","33134","38123","26502","42254","29793","43149","32395","37440","33272","42755","38363","44147","45056","50343","58061","58871","93577","36280","90932","26553","59255","25802","57741","20932","60417","11751","39849","2056","11837","26","185","0","13","0","0","20191003"
"201909","2호선","당산","57","3","7444","4120","19953","15644","52996","31352","70081","87222","47647","42130","33103","23231","30354","22730","30348","23466","29106","27213","26002","27321","26841","31106","32838","37143","46591","49360","69415","77428","36182","60827","25124","39601","24577","39511","21276","37891","10822","24263","1779","6609","16","153","0","11","0","0","20191003"
"201909","2호선","대림(구로구청)","628","13","35217","4187","31282","11930","74793","23215","102090","61642","76147","42121","47809","39912","39513","42502","41761","39688","42913","41161","38435","40613","40195","47273","43619","52059","50613","71360","64746","81500","37706","65689","26851","47216","21727","58322","16153","59352","8722","30652","1185","7952","24","285","0","5","0","0","20191003"
"201909","2호선","도림천","0","0","436","426","1089","1008","2771","5103","3342","5843","1976","1806","1656","1531","1462","1233","1875","1776","1653","1253","1756","1577","2414","1435","3550","1713","3062","2016","3299","2619","1811","2411","958","1524","848","1394","542","1178","216","890","37","314","2","6","0","0","0","0","20191003"
"201909","2호선","동대문역사문화공원","323","2","8727","1028","5883","8742","8877","24852","14933","60708","14409","40814","16541","34232","19907","33358","24538","34235","26713","38717","30997","35603","37612","33750","47493","32921","51641","35454","59967","41034","40136","46939","30759","33361","27977","25585","27301","19669","18804","13220","3245","4419","17","94","0","0","0","0","20191003"
"201909","2호선","뚝섬","27","0","4420","1835","9286","14208","23182","29104","32321","118098","20457","64496","16258","27698","17039","22523","19834","24735","23683","26445","24498","25329","28237","26372","35085","28840","45841","32780","102071","47346","52509","30189","29906","16806","31170","14982","19080","14951","7890","9805","1215","3447","8","93","0","0","0","0","20191003"
"201909","2호선","문래","3","1","3708","2134","11838","10747","44014","31989","47556","107234","27934","53866","21900","23579","21121","21875","24753","22588","25708","23169","24977","24452","27184","23773","30914","25859","47984","32126","89395","49765","38374","39975","24180","22931","23352","21059","19606","19238","8789","12350","1468","4326","12","63","0","4","0","0","20191003"
"201909","2호선","방배","13","0","3184","3572","10038","12170","26796","28678","38362","79796","30255","64256","21464","42048","23482","27637","25612","29904","29043","29061","30777","27468","37023","26210","44984","29841","53326","36599","79198","44128","36730","35022","27251","22480","28119","20770","22903","22587","9957","12332","2157","4163","8","21","0","5","0","0","20191003"
"201909","2호선","봉천","99","8","15891","1777","30021","8775","85976","14733","121263","27842","74168","24807","42568","22406","35185","23193","37596","24938","36750","27747","31478","30275","31407","38214","35870","42245","35776","54411","37215","81074","24203","74344","18799","46232","16507","45434","12277","45234","5264","27382","955","8991","6","268","0","0","0","0","20191003"
"201909","2호선","사당","232","3","13742","3681","24566","30865","75658","50439","107563","78632","76863","61209","51570","47925","47628","56486","56452","57809","61371","56644","64840","56101","62991","65564","68670","85728","80889","113389","101553","170179","74828","132893","68109","78575","74901","73348","72163","71506","42129","45177","7525","15806","75","984","2","15","0","0","20191003"
"201909","2호선","삼성(무역센터)","121","3","5068","5456","8500","41475","19511","121820","25885","328883","26058","250262","27195","115967","39615","94489","50359","83064","65955","90700","80253","80874","101255","71049","121359","69373","185004","69170","297452","77728","185899","49116","132898","24329","110143","18786","79593","17343","22576","8896","3256","4676","20","1695","0","40","0","0","20191003"
"201909","2호선","상왕십리","38","2","5906","826","12430","5580","40347","11259","64633","36697","34557","19707","22788","14133","20562","13071","21338","13868","20779","16571","18520","17007","20084","19578","21361","24078","24636","30754","31229","46854","20158","36615","12872","23968","12119","22955","9343","22966","3906","15133","609","5050","6","62","0","1","0","0","20191003"
"201909","2호선","서울대입구(관악구청)","3976","25","28962","3082","45280","16742","133744","33688","187914","80088","122671","75383","73536","62774","66187","51846","71519","57309","80340","63274","69712","62522","75580","71352","84169","80931","96384","106323","107781","165488","71201","158400","57593","95625","57959","93567","51674","95978","27610","60955","4820","22908","43","4698","0","48","0","0","20191003"
"201909","2호선","서초","23","1","1679","4917","12062","19840","18385","51146","26194","121271","27248","100327","20908","45016","31077","38656","27699","29635","38553","31365","38454","32340","42260","28456","52363","33671","68021","45910","108354","52277","62184","29097","45927","15023","49602","11556","29801","10800","8392","6202","1085","1691","3","17","0","3","0","0","20191003"
"201909","2호선","선릉","90","2","5573","6240","11711","40644","23254","101947","36011","293926","35871","212050","37532","91109","50119","63108","59484","57363","69206","64895","75138","57093","92982","50085","126894","49791","158763","56556","280548","61237","139569","43826","88858","25767","89690","21307","76389","19776","28967","11432","4934","5434","49","176","0","2","0","0","20191003"
"201909","2호선","성수","55","2","5472","3707","10112","26911","25779","62643","33121","244205","26707","97569","22992","38645","23944","31645","27426","31256","31913","35157","34985","33200","38950","34806","45749","35997","79217","40483","181509","49416","80497","36528","45479","20830","43541","17898","32411","16609","14022","12094","2087","6747","14","1137","0","15","0","0","20191003"
"201909","2호선","시청","20","1","1283","1437","2384","14530","5698","61351","9178","218707","12733","83143","18608","30592","24742","27971","25522","26970","30734","31611","36464","27404","42889","24766","49615","22723","81053","23537","177864","25016","63957","13917","45382","8183","41147","7818","27388","7432","10953","4816","1616","1445","14","123","0","5","0","0","20191003"
"201909","2호선","신답","9","0","973","135","1744","651","6821","1023","10258","1820","4161","1065","2513","1073","2148","1295","2063","1467","2075","1625","1803","1901","1618","2724","2006","3346","2100","3768","2297","8629","1417","6801","762","3413","589","3864","482","2977","175","2076","19","569","0","6","0","0","0","0","20191003"
"201909","2호선","신당","51","1","6023","1504","11932","7717","28100","17296","46457","38797","29507","25085","21172","19805","20837","20110","23067","21216","24044","22225","23976","23262","24197","25392","27457","27869","30841","33560","37568","44101","23970","34431","17216","21977","16382","20793","11727","19683","6128","13309","994","4395","11","56","1","1","0","0","20191003"
"201909","2호선","신대방","169","2","25435","2564","37231","10396","96812","19604","132360","37892","87764","26545","52256","21767","41553","22554","41305","24860","39536","28538","34806","32105","33613","41987","36410","48303","39703","63359","47364","90709","28989","86950","21104","57543","17324","64366","13574","64572","6677","38952","1079","11137","17","252","0","0","0","0","20191003"
"201909","2호선","신도림","3083","15","37530","5775","51907","22585","144518","42880","149501","126023","98589","83549","71877","79173","69504","75612","79717","80618","85284","85106","83622","81177","89102","87408","96436","99490","115088","123324","152837","184602","96989","153290","79615","87315","78911","82328","62422","84279","32412","61243","3422","27147","45","3654","0","95","0","0","20191003"
"201909","2호선","신림","287","14","40235","5090","79233","21995","221887","37261","322626","66441","196203","57286","110177","53899","91659","56639","96945","62956","94802","70846","84713","78964","83552","95436","91188","110686","99481","150115","106149","243314","72915","241847","59179","151588","56260","148248","51039","144764","28458","97868","5027","32623","91","674","0","0","0","0","20191003"
"201909","2호선","신설동","26","0","1055","494","1405","1862","3300","5264","5991","13621","4820","10543","4996","8152","6420","8290","7226","7707","8312","8098","9251","7348","9728","6819","10199","5596","12027","6033","15622","6035","6381","4611","3660","3042","3087","2854","2259","2720","836","2282","128","663","3","117","0","0","0","0","20191003"
"201909","2호선","신정네거리","50","1","8398","2512","13868","6524","44196","5129","41673","12357","24051","9150","17635","8044","15719","8609","15987","9357","14501","11990","12297","13133","12012","16244","14227","20278","15800","26602","13576","41480","8337","34867","5842","20780","4846","18575","4191","17558","1884","11448","307","3466","6","282","0","0","0","0","20191003"
"201909","2호선","신촌","95","9","10617","3505","15199","16476","37579","40454","55819","97245","42804","119518","43054","86177","50425","74648","63906","79529","72411","84809","73006","78013","83002","75135","97354","79583","117638","102831","123445","142628","92102","108960","91401","59183","102421","48801","106711","43110","56726","31723","9934","9415","92","264","0","6","0","0","20191003"
"201909","2호선","아현","39","2","4490","1158","10139","8087","27250","13489","37191","24294","23727","13974","17774","13175","16643","10348","17608","12624","17546","14166","15765","14541","17189","15316","24260","17995","23034","22458","23112","30468","13821","25884","9786","17572","8692","17772","6211","17116","2873","12314","476","3221","7","65","1","1","0","0","20191003"
"201909","2호선","양천구청","25","2","4590","1011","11433","2171","34299","5810","32766","10370","19723","6230","13403","6020","11632","5633","12318","6865","10882","8532","8846","9213","8206","11359","9338","13794","10224","18210","9558","28542","4736","26811","3183","16146","2710","14333","2410","14056","868","11059","159","3905","0","116","0","0","0","0","20191003"
"201909","2호선","역삼","78","3","4211","7339","8824","35787","16617","117771","27959","337601","25895","256420","26775","104414","35352","67591","45017","58291","54621","67294","60571","55987","79195","52285","94934","48583","161889","53775","272244","63181","136509","46289","80770","25492","81607","20470","58987","17532","23775","11764","4256","3593","20","72","1","6","0","0","20191003"
"201909","2호선","영등포구청","40","4","5764","2804","13243","12071","43210","31004","50481","117472","32965","53365","25221","27782","26421","24606","28194","25851","29959","27521","29632","26355","31250","27933","35940","29664","48899","36098","99044","55841","37246","41613","27313","24974","26797","23138","21187","22051","8773","14836","1431","5334","18","103","1","14","0","0","20191003"
"201909","2호선","왕십리(성동구청)","833","7","7856","987","10880","6378","29157","13466","53115","30254","33730","21539","22788","16712","23028","17307","26511","19218","28025","22043","26740","20711","28890","23881","38229","27740","42381","36998","47545","59854","31674","44177","28986","26885","32227","24132","33421","23779","22824","16489","4351","6455","21","110","0","0","0","0","20191003"
"201909","2호선","용답","28","0","2693","249","3192","951","8180","1669","12855","4240","6684","5728","4311","3477","4105","2844","4426","3134","4551","3871","4266","3383","4349","4413","5038","5685","5267","6352","4923","9885","2787","7834","2123","4937","1609","5960","1370","5616","669","3855","124","1090","3","16","0","0","0","0","20191003"
"201909","2호선","용두(동대문구청)","19","1","1186","170","1665","1059","4771","2469","7127","6026","4025","3906","3486","3660","3890","4176","4697","3767","4631","4562","4577","4463","4849","5113","4953","4790","5648","4792","6253","7498","3145","5423","2145","3077","1685","3078","1239","2380","490","1820","84","514","0","10","0","0","0","0","20191003"
"201909","2호선","을지로3가","25","0","1117","1803","2456","17332","5794","60101","11381","149933","15090","76962","18877","38734","23153","31226","23907","26958","28739","30710","33003","26835","37287","25250","42615","26144","71408","30924","129926","37415","61014","24807","42719","13421","43367","10985","35831","9209","20727","6305","3479","1682","22","67","0","1","0","0","20191003"
"201909","2호선","을지로4가","5","0","857","1112","1749","10247","3476","27038","6263","64541","9827","37352","13081","24716","15285","24404","17820","22580","20018","21630","23116","20531","26006","19273","29224","17366","44316","16130","61595","14532","33120","9647","17193","5810","13484","5395","9480","5310","4787","3719","909","1021","9","36","0","0","0","0","20191003"
"201909","2호선","을지로입구","97","0","2968","2578","3511","25558","8615","118563","16568","328224","23778","154833","32023","91173","40907","95370","48390","73818","63006","78650","73482","69246","88453","65162","101742","65529","148543","67971","290609","74396","145065","46724","132681","27379","112780","22229","76068","18037","35994","11156","3842","4071","29","934","0","20","0","0","20191003"
"201909","2호선","이대","49","0","3205","1661","6470","13582","17594","19608","26384","48000","19049","67929","16659","56963","22376","39618","34452","44337","37765","44366","36158","33710","45662","33769","55572","34011","67696","38660","58900","45608","39071","33442","32643","20051","35423","18689","25514","18599","8805","13920","1146","4114","3","93","0","0","0","0","20191003"
"201909","2호선","잠실(송파구청)","70","10","12797","5474","47130","36074","118487","86945","175928","181558","131228","168820","90425","111108","89692","119642","97539","116703","109618","122789","114832","121625","130295","133335","150049","144320","190568","168555","251450","231891","175272","171037","168771","104510","150167","97949","114697","94077","37329","54469","4564","12396","62","361","0","24","0","0","20191003"
"201909","2호선","잠실나루","6","0","3085","1632","11821","9838","41779","22169","52942","38661","32324","28523","25423","21446","25179","19235","24863","22778","23568","24210","24081","23270","26383","23005","29988","23383","35627","27919","34728","41319","19742","34420","14879","21376","11278","20377","7405","20488","3288","11744","572","3746","7","86","0","7","0","0","20191003"
"201909","2호선","잠실새내","37","1","5529","892","16974","7654","61884","16848","85367","27515","52001","31117","34687","25044","33413","26764","34188","30379","34156","35576","30650","37534","32217","41355","37125","48239","39037","62553","44047","91030","34431","71889","29657","42928","31366","37897","31010","36489","18961","19786","3186","6541","54","133","1","9","0","0","20191003"
"201909","2호선","종합운동장","9","0","2209","1122","6466","9507","19432","22786","28308","31430","19750","19768","13721","15454","14750","14255","15139","20750","15646","38828","15388","21395","16798","23367","26259","37165","38023","39993","31570","52653","21135","26580","25971","13662","43941","13294","17530","13935","3120","7857","418","2257","7","137","0","0","0","0","20191003"
"201909","2호선","충정로(경기대입구)","24","2","3506","961","6953","6137","16878","18256","24754","66585","16015","32780","12931","15552","13953","13121","14413","12645","15580","15621","15696","14462","17173","13996","19980","15130","26099","18172","54345","23485","18618","18167","12029","12165","11402","12496","8007","11576","3681","8344","639","2466","2","80","0","2","0","0","20191003"
"201909","2호선","한양대","6","1","1290","401","2585","6297","5789","14489","9414","69865","7739","65206","8270","53855","11911","19237","15744","32844","17233","24970","22647","21707","30536","14910","43246","13447","51861","18288","41167","25282","21378","14426","18998","8924","25322","7455","18777","6886","8523","4553","1956","1429","10","17","1","2","0","0","20191003"
"201909","2호선","합정","133","1","9502","3645","18379","19898","44529","35475","57379","97048","39445","76869","30881","48509","33320","45480","37609","50165","42601","55510","43773","54608","48315","52906","56830","60386","74190","77769","110248","109355","74470","88305","58953","47865","68057","38765","67181","33399","35971","23904","6110","8587","85","213","0","5","0","0","20191003"
"201909","2호선","홍대입구","1275","13","35314","4307","35845","18850","69312","39126","88267","111137","70819","136081","66026","104438","73168","116573","83843","140584","94964","161306","103541","156991","121086","162260","145638","174022","173862","205399","206296","259995","169239","212875","161569","127002","192063","99681","207614","83399","113391","62756","15133","22692","248","2742","0","41","0","0","20191003"
"201908","2호선","강남","226","10","16973","13705","26347","60393","47037","172601","75199","359990","66182","388371","68319","191060","93140","163471","123403","172084","155818","201257","158956","166626","191165","160653","218039","167097","283480","201168","409350","283576","266097","209374","220661","99735","269817","77535","295553","65520","131576","43345","23273","11926","1","12","0","0","0","0","20190903"
"201908","2호선","강변(동서울터미널)","45","0","9979","3485","30085","35897","94225","39870","138786","66450","108779","65332","88799","59832","84381","55432","82281","62415","79282","71119","70436","75865","71539","85199","77371","96560","83711","107800","94681","154580","76705","117684","66279","84422","56938","71576","42849","70690","17435","37832","2426","9151","1","32","0","0","0","0","20190903"
"201908","2호선","건대입구","378","15","21535","2168","26673","18911","60957","27224","104378","64946","70555","52142","44261","48814","42410","56153","52110","71187","57161","79617","58357","77382","63931","83200","72684","95621","86783","126086","102372","194073","81196","152128","83541","89733","97068","78349","102038","72627","66172","44322","11382","15404","4","1398","0","0","0","0","20190903"
"201908","2호선","교대(법원.검찰청)","25","1","3089","7787","14172","28527","28859","67484","41908","163325","35256","144937","33010","76905","40930","67134","46182","63570","54839","69270","59688","62844","66072","57113","69984","59038","100752","70550","159413","92352","79875","61245","63448","34327","74222","30528","71464","29718","24588","17281","5058","4625","0","0","0","0","0","0","20190903"
"201908","2호선","구로디지털단지","344","3","45944","6563","56995","23590","149188","75801","196855","265604","127947","159257","79783","65709","70532","55271","76673","56393","79145","69850","70180","73676","74206","76763","88159","86716","128308","119376","246909","178081","133357","156143","84549","103038","70488","104414","56542","109308","28580","68422","4585","18543","1","132","0","0","0","0","20190903"
"201908","2호선","구의(광진구청)","38","2","14223","1316","27534","10389","70019","15616","120187","39291","70944","25883","38368","21225","33401","21377","34821","24235","34595","27105","30709","28826","30362","35066","32816","40238","37701","54004","46591","89288","26869","73235","21024","48789","19272","48147","17163","47101","10563","28441","1740","9213","1","33","0","0","0","0","20190903"
"201908","2호선","낙성대","64","2","12518","2493","27574","11096","84676","20328","135746","44053","88918","37424","48367","29100","41940","25383","44964","28910","45259","31969","39822","34189","39801","38460","45030","46181","50338","59277","60024","98678","36000","93093","27123","63010","25290","60862","20263","64696","11270","43461","1798","11841","1","85","0","0","0","0","20190903"
"201908","2호선","당산","71","2","7647","4949","21189","16714","53931","31470","71041","88508","45259","43189","32005","22542","29956","22208","30191","23464","29795","27106","26277","26564","27033","29253","32977","35234","48070","49726","72851","81629","38258","62921","28016","41878","26177","40710","23637","40132","12495","26239","1966","6609","0","68","0","0","0","0","20190903"
"201908","2호선","대림(구로구청)","636","20","40283","4490","34323","13086","74690","24868","105087","64272","77801","43369","46538","37338","38879","37908","40878","37345","40777","39382","37030","38388","37940","44825","41434","50761","50291","73244","67560","85178","39143","68937","29258","49992","23695","62576","17571","64411","8963","33100","1220","8365","1","157","0","0","0","0","20190903"
"201908","2호선","도림천","0","0","439","466","1095","1025","2852","4457","3397","5805","2059","1871","1903","1537","1620","1225","2216","2026","1792","1288","1754","1671","2532","1583","2934","1845","2945","2131","3556","2843","2051","2495","1034","1613","801","1466","532","1230","270","1036","36","340","0","3","0","0","0","0","20190903"
"201908","2호선","동대문역사문화공원","268","2","9054","1177","5897","9292","8020","25633","15275","63066","14942","42234","17625","39484","21819","39511","27255","40970","30936","46129","35824","43750","46164","39909","51321","38407","58402","40080","66288","45587","45971","46753","35839","34102","33504","27787","30323","21729","20140","14122","2903","4236","1","46","0","0","0","0","20190903"
"201908","2호선","뚝섬","49","2","4556","2032","9720","14914","23203","30597","32859","121863","21655","65659","16828","29414","18283","25210","21229","26697","24519","29045","26254","27666","29896","28020","35391","29367","49594","33418","108195","45597","55333","31753","32574","18064","28558","16369","20207","15576","8526","11156","1250","3473","2","43","0","1","0","0","20190903"
"201908","2호선","문래","6","0","4005","2367","12794","11888","43835","33649","47637","110957","28140","57340","22293","24862","22155","22642","25771","23523","26564","23505","26089","24689","27661","23673","31518","25250","48318","33143","96166","53160","42355","42523","26305","24536","26137","22465","22081","20946","10176","13389","1671","4732","0","38","0","0","0","0","20190903"
"201908","2호선","방배","14","0","3476","3918","10863","12503","25857","27649","37654","75142","29966","52160","21727","30535","23194","23453","24910","25330","27540","27044","27436","25617","31417","24327","36450","26983","46559","32730","74366","43631","34739","34616","24021","22552","25033","21796","20356","23635","9146","13071","1877","4298","0","15","0","0","0","0","20190903"
"201908","2호선","봉천","89","4","17825","2021","31311","9839","84533","14186","124704","29143","77475","26371","43231","23460","36567","24597","39917","26329","39070","28721","33524","30278","32820","37535","36081","43024","38157","55110","40175","85936","26678","77355","19812","49455","18103","48741","13987","48018","6162","30293","1123","9618","1","266","0","0","0","0","20190903"
"201908","2호선","사당","85","2","15386","4011","27062","33173","77674","49735","110173","77481","80236","58685","52000","47661","50043","56153","58284","57933","63166","58365","63929","57628","64629","66192","67582","87011","82710","118763","105317","180019","76737","140644","69807","84533","77406","77864","79187","80184","46911","51592","8485","16423","7","984","0","0","0","0","20190903"
"201908","2호선","삼성(무역센터)","118","0","5446","5825","8779","44615","19340","128623","26775","352139","26806","272637","28504","133019","42801","118781","56936","109684","77195","116721","94602","101214","121949","90293","147058","83325","219107","80176","342078","87685","213626","55844","152324","27877","129137","21350","93740","19495","26319","10392","3673","6717","1","1833","0","0","0","0","20190903"
"201908","2호선","상왕십리","21","1","6581","903","13498","6167","40234","11606","64181","37091","35266","21135","22528","14926","21992","13101","21803","14581","22166","16700","19361","17349","20399","19210","21225","23388","26120","30771","32562","50096","20773","37680","13724","24940","12839","24981","9867","24483","3961","15969","692","5286","0","1","0","0","0","0","20190903"
"201908","2호선","서울대입구(관악구청)","4112","27","31501","3175","47476","19142","135718","31561","195738","74238","133146","74375","78342","59370","70848","54723","77140","61173","86357","68168","73222","66691","76076","74533","86334","85607","97443","110356","111027","176732","71020","166278","59090","102836","58106","100446","53481","104263","27990","67982","4663","26676","0","5436","0","1","0","0","20190903"
"201908","2호선","서초","8","0","1461","5184","7674","22747","16088","52431","25639","128891","28421","105024","21479","46608","31850","38163","30824","29302","37983","32217","37061","31336","42325","24943","49868","26130","72126","26679","114164","30914","55009","21820","32308","12796","35719","11675","26780","12006","8908","6957","1338","1906","1","9","1","2","0","0","20190903"
"201908","2호선","선릉","83","5","6014","6578","12388","42817","22870","110541","37151","312229","37530","226139","39591","97709","52744","67534","65961","65257","74960","73794","78008","61836","98316","53709","133846","53943","173251","60340","310411","67376","155793","48491","98353","28839","99559","24890","89396","22709","32678","13662","5029","6134","1","96","0","1","0","0","20190903"
"201908","2호선","성수","43","0","5921","3869","10788","27692","25951","65452","33861","254849","27336","99339","23279","40508","24725","34048","27429","35006","32613","37667","36068","34784","40820","36127","47328","37548","82729","41355","195729","51907","85203","37998","47642","22751","46944","19320","34724","17861","14891","14205","2084","7140","3","1283","0","0","0","0","20190903"
"201908","2호선","시청","26","0","1423","1606","2428","15407","5945","65860","9688","231614","14374","86805","21782","33750","28605","31924","29731","32324","34839","37353","40747","32483","46166","29576","52948","25978","88105","27056","194409","28335","69852","16673","48858","9415","46285","9506","30208","8962","12159","5746","1663","1662","3","77","0","1","0","0","20190903"
"201908","2호선","신답","10","1","914","154","1888","730","7064","1103","10393","1887","4179","1022","2442","1087","2075","1306","2129","1475","2089","1542","1797","1797","1795","2652","1935","3083","2158","3823","2274","8970","1347","7080","800","3384","608","4061","585","3242","163","2477","30","647","0","0","0","0","0","0","20190903"
"201908","2호선","신당","68","0","7124","1436","12612","8444","28083","17778","45575","39014","29882","26027","21322","20241","21178","19990","22944","21660","24379","22413","23971","23069","24404","25022","27576","27503","31752","34062","39174","46504","25958","35888","18028","23500","16431","21807","12121","21365","6780","14041","1098","4514","2","3","0","1","0","0","20190903"
"201908","2호선","신대방","205","2","28341","2829","38852","11581","97115","20044","137523","38795","89574","26670","52689","21866","42406","22283","42256","24529","40632","28361","35108","31736","33351","40789","36381","47060","40391","63971","49944","93993","31160","88933","22448","61391","18204","67324","14094","70773","7057","42379","1197","11999","1","24","0","0","0","0","20190903"
"201908","2호선","신도림","3357","15","41454","6231","54572","22139","143156","43284","152698","127950","98983","81223","71504","78785","71267","77568","81858","82288","86287","85607","86456","81699","90649","88304","99351","99063","117360","124728","160798","195482","100197","159134","84597","92890","85766","87019","68644","89140","33441","67631","3643","30236","17","3916","0","0","0","0","20190903"
"201908","2호선","신림","323","15","45145","5720","85290","24884","225186","36298","336731","69082","204828","61240","115147","55371","97308","60086","102954","65627","99615","75070","89086","81945","87732","96575","95817","114846","106906","153777","112003","258495","78972","254487","66679","163359","62348","160381","56794","158541","33326","109717","5697","36238","1","179","0","0","0","0","20190903"
"201908","2호선","신설동","30","1","1213","422","1499","1908","3464","5449","6062","14187","4841","11419","5421","8220","6838","8466","8147","8406","8760","9195","9301","8035","9946","7122","10115","6326","12852","6946","15766","6891","7385","5511","4844","3590","5423","3059","2652","2959","935","2300","134","827","0","113","0","0","0","0","20190903"
"201908","2호선","신정네거리","19","1","9005","2989","14510","6771","42988","5038","40733","12606","24409","9570","17919","8655","15669","9054","15971","9713","15077","11648","13076","12823","12324","15384","14523","19537","16638","26710","14120","41888","9126","35326","6385","22200","5338","19581","4523","18873","2107","12637","347","3689","3","289","0","1","0","0","20190903"
"201908","2호선","신촌","123","7","10907","3713","16464","17340","38619","41483","57280","89681","44530","115340","45679","81657","55091","78866","71014","84438","77864","96571","77505","86827","87972","80098","99917","85021","119730","105630","122548","144829","90815","112784","92845","61492","102192","49592","106493","45533","56486","34835","8949","10012","1","44","0","0","0","0","20190903"
"201908","2호선","아현","46","0","4967","1249","10583","9540","27430","11676","37905","21259","24136","13594","17927","11110","17168","10293","18109","11670","17189","13748","16264","14148","17281","15384","23272","17832","23121","23105","22945","31869","14294","26864","10254","18272","8255","18076","5882","17883","2791","12762","477","3571","2","1","0","0","0","0","20190903"
"201908","2호선","양천구청","29","2","4973","968","11502","2174","32125","5652","30597","10253","17788","6303","12444","5491","11637","5840","11475","6889","10441","7888","8940","8921","8533","10071","9645","12829","10684","16945","10192","28014","4887","26704","3312","15705","2798","15049","2612","14379","1039","11535","171","4080","2","46","0","0","0","0","20190903"
"201908","2호선","역삼","44","0","4596","7948","9389","38659","17092","125599","29488","368297","28206","275625","28180","112635","38903","72874","47880","65392","58447","76318","62220","61704","82676","57660","100864","51756","174381","60326","303673","70201","151065","52495","88483","28600","92021","22357","69472","19886","27121","14221","4531","4062","0","0","0","0","0","0","20190903"
"201908","2호선","영등포구청","35","2","6286","2946","13783","12850","43387","31318","51513","121747","32724","55118","25713","27503","27041","24708","28453","26481","29726","27682","29988","27443","31109","27870","36332","29973","49848","36800","105917","57677","39849","43617","29342","26096","27891","24256","23012","23602","9735","16143","1667","5567","0","44","0","0","0","0","20190903"
"201908","2호선","왕십리(성동구청)","895","6","8192","1100","11872","6968","29332","12943","53664","31158","35059","23446","23972","17125","24747","18581","28113","21183","29330","23895","27899","22781","29826","24899","35529","28261","41942","37613","47243","63519","31179","45969","28494","28065","31406","25220","31585","25292","19551","17541","3357","6941","1","12","0","0","0","0","20190903"
"201908","2호선","용답","49","0","2571","279","3303","1040","8296","1602","12923","2873","6990","1895","4177","2083","3822","2343","4177","2645","4097","2945","3782","3153","3655","4083","4044","5387","4139","6162","4139","9847","2567","7713","1990","5130","1451","6256","1049","5630","538","3696","96","1174","0","1","0","0","0","0","20190903"
"201908","2호선","용두(동대문구청)","28","0","1233","210","1690","1150","4841","2709","7376","6342","4387","4159","3710","3431","4019","4066","4604","3744","4421","4129","4305","4238","4689","4917","5123","4780","5569","4974","6548","7325","3409","5994","2504","3474","1876","3346","1413","2592","550","2005","91","577","0","9","0","0","0","0","20190903"
"201908","2호선","을지로3가","20","0","1243","1885","2502","19271","5768","65064","11081","159120","15059","77686","20475","39183","24898","31911","25073","29597","29943","32733","32590","28535","37890","27325","44112","30240","75537","34520","141285","42785","67470","28805","46610","16284","47688","12997","41259","11209","23814","7114","3814","1681","0","57","0","0","0","0","20190903"
"201908","2호선","을지로4가","11","1","921","1241","1901","11772","3707","28543","6940","65678","11640","38319","14993","25901","17450","25458","19971","24316","21321","22246","23756","21365","26758","20232","30478","18332","47263","17866","64198","16556","35822","11231","18946","7414","14354","7327","10280","6740","5134","4429","962","1259","0","10","0","0","0","0","20190903"
